CustomerID,FirstName,LastName,Email,Phone,City,Country,CreatedAt
CUST0137,Elijah,Wilson,elijah.wilson@mail.com,+1-555-279-2293,Washington,Spain,2023-08-05T14:05:54.439714
CUST0138,Sebastian,Davis,sebastian.davis@customer.org,+1-555-246-4804,Charlotte,France,2025-05-08T10:19:20.439714
CUST0139,Mason,Rodriguez,mason.rodriguez@example.com,+1-555-394-9955,Philadelphia,Canada,2024-11-06T06:32:49.439714
CUST0140,Mason,Lopez,mason.lopez@shopper.net,+1-555-534-5097,Charlotte,France,2025-08-03T02:00:35.439714
CUST0141,Sophia,Gonzalez,sophia.gonzalez@customer.org,+1-555-342-7248,Denver,Australia,2023-04-29T04:58:14.439714
CUST0142,Henry,Martinez,henry.martinez@shopper.net,+1-555-949-7484,Dallas,USA,2022-12-18T14:36:57.439714
CUST0143,Henry,Johnson,henry.johnson@customer.org,+1-555-894-4770,Washington,Australia,2024-02-02T02:44:23.439714
CUST0144,Mia,Miller,mia.miller@shopper.net,+1-555-873-3240,Houston,USA,2025-10-02T09:32:20.439714
CUST0145,Amelia,Anderson,amelia.anderson1@example.com,+1-555-473-3153,Chicago,France,2025-05-02T20:43:34.439714
CUST0146,Ethan,Wilson,ethan.wilson@mail.com,+1-555-235-9837,Jacksonville,Netherlands,2023-09-22T10:49:16.439714
CUST0147,Elijah,Rodriguez,elijah.rodriguez@mail.com,+1-555-944-8894,San Jose,Australia,2023-12-18T17:11:15.439714
CUST0148,Olivia,Anderson,olivia.anderson@example.com,+1-555-872-4696,Fort Worth,Netherlands,2023-06-21T04:27:01.439714
CUST0149,James,Williams,james.williams@customer.org,+1-555-370-9791,Houston,Italy,2022-12-06T03:34:25.439714
CUST0150,James,Rodriguez,james.rodriguez@customer.org,+1-555-480-2775,San Diego,Italy,2025-08-02T11:29:26.439714
CUST0151,Liam,Martin,liam.martin@shopper.net,+1-555-326-2035,Charlotte,France,2025-06-19T06:09:41.439714
CUST0152,Lucas,Brown,lucas.brown@mail.com,+1-555-138-5986,San Francisco,Canada,2023-01-23T23:18:00.439714
CUST0153,Olivia,Davis,olivia.davis@mail.com,+1-555-564-7078,Seattle,Spain,2024-07-10T06:24:55.439714
CUST0154,Henry,Jones,henry.jones@customer.org,+1-555-201-9017,Washington,Spain,2025-08-27T21:54:24.439714
CUST0155,Charlotte,Johnson,charlotte.johnson@shopper.net,+1-555-554-8285,San Diego,Australia,2023-10-18T01:02:58.439714
CUST0156,Olivia,Lopez,olivia.lopez@shopper.net,+1-555-507-5520,San Antonio,Canada,2023-02-16T14:07:10.439714
CUST0157,Mason,Williams,mason.williams@mail.com,+1-555-754-1349,Los Angeles,Australia,2025-08-07T09:07:30.439714
CUST0158,Mia,Jones,mia.jones@mail.com,+1-555-949-4394,Denver,Germany,2023-03-01T02:37:13.439714
CUST0159,Mia,Hernandez,mia.hernandez@mail.com,+1-555-102-5542,Phoenix,United Kingdom,2025-05-28T08:27:16.439714
CUST0160,Alexander,Rodriguez,alexander.rodriguez@mail.com,+1-555-776-1422,Phoenix,USA,2023-05-04T06:59:59.439714
CUST0161,James,Davis,james.davis@shopper.net,+1-555-278-5347,Los Angeles,United Kingdom,2022-12-09T01:00:36.439714
CUST0162,Lucas,Taylor,lucas.taylor@example.com,+1-555-587-8344,Jacksonville,Netherlands,2023-02-21T06:15:50.439714
CUST0163,Henry,Brown,henry.brown@customer.org,+1-555-326-1710,Indianapolis,France,2025-01-05T05:06:59.439714
CUST0164,Mason,Smith,mason.smith1@example.com,+1-555-967-7580,Columbus,Canada,2024-11-27T14:23:18.439714
CUST0165,Logan,Anderson,logan.anderson@example.com,+1-555-429-3430,Chicago,United Kingdom,2023-03-20T00:44:09.439714
CUST0166,Charlotte,Martin,charlotte.martin1@shopper.net,+1-555-711-9692,San Jose,Italy,2024-06-28T05:47:37.439714
CUST0167,Elijah,Martin,elijah.martin@customer.org,+1-555-912-2874,Seattle,Germany,2023-04-17T14:17:22.439714
CUST0168,Lucas,Anderson,lucas.anderson@mail.com,+1-555-447-8430,Fort Worth,Spain,2024-08-18T08:44:12.439714
CUST0169,Olivia,Hernandez,olivia.hernandez@customer.org,+1-555-781-5176,Jacksonville,United Kingdom,2024-03-14T00:22:18.439714
CUST0170,Logan,Williams,logan.williams@example.com,+1-555-195-8075,Houston,Australia,2023-03-27T03:15:45.439714
CUST0171,Ava,Moore,ava.moore@example.com,+1-555-675-6400,Houston,Spain,2025-05-13T13:39:05.439714
CUST0172,James,Wilson,james.wilson@example.com,+1-555-714-6119,Jacksonville,Canada,2024-02-04T08:15:00.439714
CUST0173,Henry,Taylor,henry.taylor@mail.com,+1-555-772-8900,San Diego,Canada,2023-07-12T21:24:27.439714
CUST0174,James,Moore,james.moore@shopper.net,+1-555-880-5564,Denver,Germany,2023-05-11T23:53:00.439714
CUST0175,Lucas,Moore,lucas.moore@example.com,+1-555-773-5381,New York,United Kingdom,2025-06-17T13:37:28.439714
CUST0176,Charlotte,Martinez,charlotte.martinez@shopper.net,+1-555-106-3972,Phoenix,Sweden,2024-05-12T19:45:01.439714
CUST0177,Benjamin,Williams,benjamin.williams@mail.com,+1-555-131-2503,Indianapolis,Germany,2025-07-25T03:00:43.439714
CUST0178,Benjamin,Wilson,benjamin.wilson@customer.org,+1-555-261-7062,San Jose,Australia,2024-04-27T02:10:19.439714
CUST0179,Henry,Martin,henry.martin@example.com,+1-555-259-3579,Washington,USA,2023-02-04T06:02:52.439714
CUST0180,Noah,Rodriguez,noah.rodriguez@customer.org,+1-555-534-8957,Washington,Italy,2025-09-07T19:30:42.439714
CUST0181,Lucas,Rodriguez,lucas.rodriguez@mail.com,+1-555-216-6655,Columbus,Canada,2025-01-18T10:18:12.439714
CUST0182,Amelia,Jackson,amelia.jackson1@customer.org,+1-555-783-6053,Los Angeles,Germany,2025-02-10T02:10:33.439714
CUST0183,Benjamin,Martin,benjamin.martin@example.com,+1-555-309-5938,San Antonio,United Kingdom,2022-11-26T11:14:38.439714
CUST0184,Charlotte,Martinez,charlotte.martinez1@shopper.net,+1-555-107-9149,Columbus,United Kingdom,2023-05-19T21:59:21.439714
CUST0185,Ava,Gonzalez,ava.gonzalez1@mail.com,+1-555-672-6802,Chicago,Spain,2024-12-30T15:46:50.439714
CUST0186,Emma,Wilson,emma.wilson@example.com,+1-555-179-6129,Denver,Spain,2024-10-28T17:31:45.439714
CUST0187,Henry,Gonzalez,henry.gonzalez@customer.org,+1-555-217-7636,New York,Australia,2024-02-07T06:33:28.439714
CUST0188,Isabella,Martin,isabella.martin@customer.org,+1-555-470-2443,Columbus,Canada,2025-10-20T19:10:27.439714
CUST0189,Mia,Wilson,mia.wilson1@customer.org,+1-555-180-7484,San Jose,Australia,2025-02-05T11:23:17.439714
CUST0190,Mia,Hernandez,mia.hernandez1@mail.com,+1-555-622-2868,Indianapolis,Netherlands,2023-03-13T04:16:41.439714
CUST0191,Sophia,Lopez,sophia.lopez@shopper.net,+1-555-934-3419,San Diego,Canada,2025-08-13T04:30:24.439714
CUST0192,Ava,Rodriguez,ava.rodriguez@mail.com,+1-555-716-3504,Chicago,United Kingdom,2023-08-11T01:09:39.439714
CUST0193,Logan,Anderson,logan.anderson@customer.org,+1-555-678-6295,Austin,United Kingdom,2025-10-07T15:08:42.439714
CUST0194,Mason,Williams,mason.williams@customer.org,+1-555-746-5961,Dallas,Sweden,2024-10-01T11:21:36.439714
CUST0195,Emma,Lopez,emma.lopez@example.com,+1-555-572-8404,Los Angeles,USA,2024-03-10T17:29:31.439714
CUST0196,James,Martinez,james.martinez@example.com,+1-555-984-2479,Washington,Sweden,2025-08-11T23:33:23.439714
CUST0197,Elijah,Gonzalez,elijah.gonzalez@customer.org,+1-555-667-1672,Charlotte,Sweden,2025-05-04T00:53:49.439714
CUST0198,Sophia,Hernandez,sophia.hernandez@customer.org,+1-555-254-2013,Charlotte,Canada,2025-01-01T08:58:35.439714
CUST0199,Ethan,Williams,ethan.williams@mail.com,+1-555-353-8172,Charlotte,Netherlands,2023-01-14T07:58:22.439714
CUST0200,Elijah,Martin,elijah.martin@mail.com,+1-555-481-5634,Fort Worth,Spain,2024-06-01T19:44:52.439714
CUST0201,Ethan,Martin,ethan.martin@example.com,+1-555-762-6482,Chicago,Australia,2025-07-21T13:48:17.439714
CUST0202,Olivia,Moore,olivia.moore@customer.org,+1-555-358-3463,Austin,Canada,2024-01-29T22:24:56.439714
CUST0203,Henry,Jones,henry.jones@shopper.net,+1-555-771-7421,Phoenix,Sweden,2024-03-10T10:55:33.439714
CUST0204,Noah,Martinez,noah.martinez@customer.org,+1-555-910-6381,Phoenix,Netherlands,2025-08-10T03:48:58.439714
CUST0205,Noah,Wilson,noah.wilson@shopper.net,+1-555-471-6060,Philadelphia,Germany,2022-12-12T20:19:56.439714
CUST0206,Ethan,Thomas,ethan.thomas@mail.com,+1-555-240-3538,Chicago,France,2023-11-01T10:47:07.439714
CUST0207,Olivia,Taylor,olivia.taylor@example.com,+1-555-444-3147,Washington,Spain,2025-09-07T19:09:33.439714
CUST0208,Ava,Garcia,ava.garcia@mail.com,+1-555-889-3712,Charlotte,USA,2025-10-25T19:48:22.439714
CUST0209,Lucas,Lopez,lucas.lopez@mail.com,+1-555-725-5668,Charlotte,Germany,2024-10-04T13:34:36.439714
CUST0210,Alexander,Davis,alexander.davis@shopper.net,+1-555-955-4178,Jacksonville,Sweden,2024-11-12T02:49:03.439714
CUST0211,Mason,Anderson,mason.anderson@shopper.net,+1-555-614-9641,Columbus,United Kingdom,2024-06-29T17:53:05.439714
CUST0212,Sophia,Martin,sophia.martin@mail.com,+1-555-153-8873,Jacksonville,Netherlands,2023-12-07T21:26:38.439714
CUST0213,Olivia,Taylor,olivia.taylor1@example.com,+1-555-185-3626,Dallas,Italy,2024-01-31T08:34:05.439714
CUST0214,Elijah,Jones,elijah.jones@customer.org,+1-555-327-8391,Jacksonville,USA,2023-04-05T23:58:41.439714
CUST0215,Lucas,Johnson,lucas.johnson@customer.org,+1-555-482-4862,Fort Worth,Canada,2025-01-02T08:49:49.439714
CUST0216,James,Davis,james.davis@example.com,+1-555-201-6493,Phoenix,United Kingdom,2024-03-23T14:04:54.439714
CUST0217,Emma,Martinez,emma.martinez@customer.org,+1-555-951-3273,San Francisco,Italy,2025-10-30T20:05:35.439714
CUST0218,Sebastian,Smith,sebastian.smith@example.com,+1-555-362-4533,Phoenix,Netherlands,2022-12-14T01:09:53.439714
